Distance,Cross level,Curvature,Lateral,Vertical,Gauge
2596.25,1.232,0.0,-0.818,-2.425,0.937
2596.5,1.404,0.0,-0.847,-2.589,1.133
2596.75,1.641,0.0,-0.829,-2.785,1.184
2597.0,1.877,0.0,-0.811,-2.98,1.235
2597.25,1.863,0.0,-0.766,-3.087,1.141
2597.5,1.849,0.0,-0.721,-3.193,1.046
2597.75,1.884,0.0,-0.644,-3.142,1.105
2598.0,1.918,0.0,-0.566,-3.092,1.164
2598.25,2.009,0.0,-0.42,-2.862,1.032
2598.5,2.101,0.0,-0.274,-2.631,0.899
2598.75,2.074,0.0,-0.169,-2.302,0.925
2599.0,2.047,0.0,-0.064,-1.972,0.95
2599.25,1.959,0.0,0.084,-1.587,0.629
2599.5,1.87,0.0,0.231,-1.202,0.308
2599.75,1.645,0.0,0.243,-0.817,0.206
2600.0,1.421,0.0,0.254,-0.433,0.104
2600.25,1.101,0.0,0.335,-0.048,0.156
2600.5,0.781,0.0,0.415,0.336,0.208
2600.75,0.571,0.0,0.311,0.641,0.235
2601.0,0.361,0.0,0.206,0.946,0.262
2601.25,0.269,0.0,0.152,1.139,0.382
2601.5,0.177,0.0,0.097,1.333,0.502
2601.75,0.196,0.0,0.097,1.325,0.446
2602.0,0.215,0.0,0.096,1.316,0.39
2602.25,0.11,0.0,0.069,1.241,0.442
2602.5,0.005,0.0,0.042,1.166,0.493
2602.75,-0.039,0.0,0.168,1.101,0.633
2603.0,-0.082,0.0,0.294,1.036,0.772
2603.25,-0.054,0.0,0.219,0.936,0.73
2603.5,-0.025,0.0,0.144,0.836,0.687
2603.75,0.086,0.0,0.112,0.934,0.678
2604.0,0.196,0.0,0.081,1.032,0.67
2604.25,0.257,0.0,0.106,0.993,0.487
2604.5,0.318,0.0,0.13,0.953,0.305
2604.75,0.341,0.0,0.189,1.03,0.348
2605.0,0.365,0.0,0.246,1.108,0.391
2605.25,0.31,0.0,0.253,1.237,0.362
2605.5,0.255,0.0,0.259,1.366,0.333
2605.75,0.212,0.0,0.21,1.503,0.131
2606.0,0.169,0.0,0.16,1.639,-0.071
2606.25,0.19,0.0,0.05,1.767,-0.125
2606.5,0.21,0.0,-0.06,1.894,-0.178
2606.75,0.297,0.0,-0.106,1.996,-0.331
2607.0,0.383,0.0,-0.151,2.098,-0.483
2607.25,0.457,0.0,-0.254,2.126,-0.416
2607.5,0.532,0.0,-0.358,2.155,-0.349
2607.75,0.523,0.0,-0.442,2.171,-0.258
2608.0,0.513,0.0,-0.526,2.187,-0.167
2608.25,0.39,0.0,-0.619,2.095,-0.045
2608.5,0.267,0.0,-0.713,2.004,0.078
2608.75,0.173,0.0,-0.733,1.889,0.078
2609.0,0.078,0.0,-0.752,1.775,0.079
2609.25,0.061,0.0,-0.835,1.646,0.193
2609.5,0.044,0.0,-0.917,1.517,0.307
2609.75,0.17,0.0,-0.814,1.388,0.317
2610.0,0.297,0.0,-0.711,1.26,0.327
2610.25,0.439,0.0,-0.643,1.22,0.224
2610.5,0.582,0.0,-0.576,1.181,0.12
2610.75,0.605,0.0,-0.484,1.062,-0.168
2611.0,0.628,0.0,-0.393,0.943,-0.456
2611.25,0.606,0.0,-0.276,0.937,-0.693
2611.5,0.585,0.0,-0.159,0.931,-0.931
2611.75,0.528,0.0,-0.118,1.051,-1.03
2612.0,0.471,0.0,-0.076,1.172,-1.13
2612.25,0.489,0.0,-0.18,1.287,-0.956
2612.5,0.507,0.0,-0.283,1.402,-0.782
2612.75,0.442,0.0,-0.482,1.477,-0.775
2613.0,0.377,0.0,-0.681,1.551,-0.767
2613.25,0.3,0.0,-0.698,1.547,-0.653
2613.5,0.223,0.0,-0.716,1.542,-0.538
2613.75,0.046,0.0,-0.648,1.387,-0.562
2614.0,-0.13,0.0,-0.579,1.231,-0.586
2614.25,-0.264,0.0,-0.704,1.185,-0.366
2614.5,-0.398,0.0,-0.828,1.138,-0.146
2614.75,-0.423,0.0,-0.839,1.044,-0.19
2615.0,-0.446,0.0,-0.852,0.951,-0.235
2615.25,-0.421,0.0,-0.791,0.869,-0.337
2615.5,-0.395,0.0,-0.73,0.787,-0.439
2615.75,-0.339,0.0,-0.653,0.683,-0.621
2616.0,-0.282,0.0,-0.577,0.58,-0.802
2616.25,-0.349,0.0,-0.395,0.464,-0.893
2616.5,-0.417,0.0,-0.214,0.348,-0.984
2616.75,-0.547,0.0,-0.199,0.349,-1.055
2617.0,-0.677,0.0,-0.185,0.35,-1.127
2617.25,-0.643,0.0,-0.104,0.394,-1.123
2617.5,-0.608,0.0,-0.022,0.437,-1.119
2617.75,-0.625,0.0,0.043,0.421,-1.288
2618.0,-0.642,0.0,0.109,0.404,-1.458
2618.25,-0.655,0.0,0.176,0.364,-1.392
2618.5,-0.667,0.0,0.243,0.323,-1.326
2618.75,-0.724,0.0,0.342,0.156,-1.403
2619.0,-0.78,0.0,0.44,-0.012,-1.481
2619.25,-0.773,0.0,0.377,-0.091,-1.353
2619.5,-0.765,0.0,0.315,-0.171,-1.224
2619.75,-0.764,0.0,0.18,-0.323,-1.017
2620.0,-0.761,0.0,0.044,-0.474,-0.811
2620.25,-0.775,0.0,0.001,-0.597,-0.739
2620.5,-0.79,0.0,-0.042,-0.72,-0.667
2620.75,-0.823,0.0,0.086,-0.795,-0.582
2621.0,-0.857,0.0,0.213,-0.871,-0.497
2621.25,-0.938,0.0,0.18,-0.996,-0.487
2621.5,-1.02,0.0,0.148,-1.122,-0.477
2621.75,-1.091,0.0,0.005,-1.262,-0.465
2622.0,-1.163,0.0,-0.139,-1.403,-0.453
2622.25,-1.148,0.0,-0.151,-1.527,-0.601
2622.5,-1.134,0.0,-0.163,-1.651,-0.749
2622.75,-1.164,0.0,-0.067,-1.773,-0.909
2623.0,-1.193,0.0,0.029,-1.894,-1.069
2623.25,-1.288,0.0,0.109,-1.968,-1.107
2623.5,-1.382,0.0,0.19,-2.043,-1.144
2623.75,-1.559,0.0,0.167,-2.167,-1.159
2624.0,-1.736,0.0,0.145,-2.291,-1.175
2624.25,-1.835,0.0,0.305,-2.487,-1.132
2624.5,-1.934,0.0,0.465,-2.683,-1.088
2624.75,-1.958,0.0,0.399,-2.924,-0.882
2625.0,-1.98,0.0,0.333,-3.163,-0.675
2625.25,-1.872,0.0,0.337,-3.313,-0.637
2625.5,-1.763,0.0,0.342,-3.462,-0.598
2625.75,-1.736,0.0,0.469,-3.363,-0.475
2626.0,-1.71,0.0,0.595,-3.263,-0.351
2626.25,-1.655,0.0,0.557,-2.981,-0.352
2626.5,-1.599,0.0,0.52,-2.698,-0.353
2626.75,-1.526,0.0,0.405,-2.442,-0.451
2627.0,-1.453,0.0,0.291,-2.185,-0.549
2627.25,-1.392,0.0,0.313,-1.908,-0.647
2627.5,-1.331,0.0,0.335,-1.632,-0.745
2627.75,-1.325,0.0,0.36,-1.359,-0.822
2628.0,-1.319,0.0,0.386,-1.087,-0.899
2628.25,-1.224,0.0,0.33,-0.695,-0.907
2628.5,-1.13,0.0,0.273,-0.303,-0.915
2628.75,-1.072,0.0,0.011,0.115,-0.861
2629.0,-1.015,0.0,-0.251,0.532,-0.807
2629.25,-0.994,0.0,-0.207,0.822,-0.843
2629.5,-0.972,0.0,-0.162,1.113,-0.878
2629.75,-0.99,0.0,-0.134,1.191,-0.925
2630.0,-1.008,0.0,-0.106,1.27,-0.971
2630.25,-0.997,0.0,-0.142,1.176,-0.968
2630.5,-0.987,0.0,-0.179,1.082,-0.964
2630.75,-0.884,0.0,-0.233,0.968,-0.906
2631.0,-0.782,0.0,-0.287,0.854,-0.848
2631.25,-0.587,0.0,-0.348,0.845,-0.834
2631.5,-0.392,0.0,-0.409,0.835,-0.82
2631.75,-0.149,0.0,-0.355,0.739,-0.799
2632.0,0.094,0.0,-0.301,0.642,-0.778
2632.25,0.175,0.0,-0.335,0.624,-0.71
2632.5,0.256,0.0,-0.369,0.605,-0.643
2632.75,0.419,0.0,-0.287,0.502,-0.466
2633.0,0.583,0.0,-0.206,0.398,-0.289
2633.25,0.758,0.0,-0.192,0.326,-0.215
2633.5,0.933,0.0,-0.179,0.254,-0.141
2633.75,1.159,0.0,-0.275,0.326,-0.222
2634.0,1.385,0.0,-0.371,0.397,-0.304
2634.25,1.524,0.0,-0.339,0.513,-0.43
2634.5,1.662,0.0,-0.307,0.63,-0.556
2634.75,1.63,0.0,-0.23,0.835,-0.678
2635.0,1.598,0.0,-0.154,1.04,-0.8
2635.25,1.487,0.0,-0.147,1.139,-0.683
2635.5,1.376,0.0,-0.141,1.239,-0.565
2635.75,1.352,0.0,-0.155,1.247,-0.592
2636.0,1.328,0.0,-0.17,1.255,-0.618
2636.25,1.342,0.0,-0.14,1.215,-0.545
2636.5,1.355,0.0,-0.111,1.176,-0.472
2636.75,1.301,0.0,0.115,1.176,-0.3
2637.0,1.246,0.0,0.341,1.176,-0.127
2637.25,1.144,0.0,0.336,1.216,0.09
2637.5,1.043,0.0,0.331,1.255,0.306
2637.75,1.025,0.0,0.246,1.357,0.477
2638.0,1.007,0.0,0.16,1.459,0.648
2638.25,0.939,0.0,0.171,1.378,0.75
2638.5,0.871,0.0,0.183,1.298,0.851
2638.75,0.782,0.0,0.263,1.198,0.816
2639.0,0.693,0.0,0.343,1.098,0.781
2639.25,0.678,0.0,0.255,1.04,0.72
2639.5,0.663,0.0,0.167,0.981,0.658
2639.75,0.582,0.0,0.172,1.112,0.583
2640.0,0.503,0.0,0.177,1.243,0.507
2640.25,0.466,0.0,0.129,1.352,0.48
2640.5,0.43,0.0,0.081,1.46,0.454
2640.75,0.376,0.0,-0.01,1.466,0.443
2641.0,0.323,0.0,-0.101,1.472,0.432
2641.25,0.322,0.0,-0.049,1.336,0.455
2641.5,0.321,0.0,0.003,1.2,0.478
2641.75,0.203,0.0,0.085,0.946,0.649
2642.0,0.085,0.0,0.167,0.692,0.82
2642.25,0.04,0.0,0.285,0.508,1.024
2642.5,-0.005,0.0,0.404,0.324,1.229
2642.75,0.033,0.0,0.368,0.217,1.304
2643.0,0.071,0.0,0.333,0.111,1.378
2643.25,-0.034,0.0,0.333,0.002,1.334
2643.5,-0.139,0.0,0.333,-0.107,1.29
2643.75,-0.216,0.0,0.555,-0.309,1.389
2644.0,-0.293,0.0,0.777,-0.511,1.489
2644.25,-0.269,0.0,0.692,-0.699,1.515
2644.5,-0.246,0.0,0.608,-0.886,1.54
2644.75,-0.268,0.0,0.54,-0.935,1.504
2645.0,-0.288,0.0,0.471,-0.984,1.467
2645.25,-0.351,0.0,0.561,-0.894,1.549
2645.5,-0.413,0.0,0.65,-0.805,1.631
2645.75,-0.539,0.0,0.614,-0.748,1.781
2646.0,-0.665,0.0,0.578,-0.692,1.931
2646.25,-0.772,0.0,0.52,-0.638,2.148
2646.5,-0.878,0.0,0.462,-0.583,2.365
2646.75,-1.001,0.0,0.301,-0.609,2.376
2647.0,-1.123,0.0,0.141,-0.636,2.388
2647.25,-1.141,0.0,0.121,-0.794,2.414
2647.5,-1.159,0.0,0.101,-0.953,2.44
2647.75,-1.143,0.0,0.161,-1.14,2.402
2648.0,-1.127,0.0,0.221,-1.327,2.365
2648.25,-1.092,0.0,0.241,-1.393,2.192
2648.5,-1.057,0.0,0.262,-1.46,2.018
2648.75,-0.896,0.0,0.438,-1.547,2.187
2649.0,-0.735,0.0,0.614,-1.634,2.355
2649.25,-0.573,0.0,0.56,-1.747,2.379
2649.5,-0.411,0.0,0.507,-1.86,2.404
2649.75,-0.273,0.0,0.41,-2.008,2.466
2650.0,-0.135,0.0,0.313,-2.155,2.529
2650.25,-0.07,0.0,0.378,-2.103,2.54
2650.5,-0.005,0.0,0.443,-2.051,2.552
2650.75,0.042,0.0,0.433,-1.863,2.536
2651.0,0.089,0.0,0.423,-1.674,2.521
2651.25,-0.028,0.0,0.357,-1.354,2.501
2651.5,-0.145,0.0,0.292,-1.033,2.482
2651.75,-0.251,0.0,0.11,-0.597,2.432
2652.0,-0.358,0.0,-0.072,-0.161,2.382
2652.25,-0.419,0.0,-0.127,0.101,2.178
2652.5,-0.48,0.0,-0.182,0.362,1.975
2652.75,-0.42,0.0,-0.13,0.512,1.97
2653.0,-0.361,0.0,-0.078,0.662,1.964
2653.25,-0.292,0.0,-0.018,0.746,1.933
2653.5,-0.223,0.0,0.042,0.831,1.902
2653.75,-0.096,0.0,0.068,0.948,1.956
2654.0,0.031,0.0,0.093,1.066,2.01
2654.25,0.094,0.0,0.148,1.085,1.993
2654.5,0.156,0.0,0.203,1.104,1.976
2654.75,0.205,0.0,0.291,0.974,1.795
2655.0,0.255,0.0,0.378,0.844,1.614
2655.25,0.238,0.0,0.339,0.754,1.556
2655.5,0.222,0.0,0.3,0.664,1.498
2655.75,0.263,0.0,0.313,0.521,1.488
2656.0,0.303,0.0,0.327,0.378,1.479
2656.25,0.173,0.0,0.255,0.264,1.316
2656.5,0.042,0.0,0.182,0.15,1.153
2656.75,-0.04,0.0,0.098,0.212,1.105
2657.0,-0.122,0.0,0.013,0.274,1.057
2657.25,-0.126,0.0,-0.087,0.325,0.825
2657.5,-0.131,0.0,-0.186,0.377,0.592
2657.75,-0.101,0.0,-0.17,0.361,0.467
2658.0,-0.07,0.0,-0.153,0.345,0.341
2658.25,-0.002,0.0,-0.152,0.387,0.252
2658.5,0.067,0.0,-0.15,0.428,0.164
2658.75,0.144,0.0,-0.214,0.498,-0.035
2659.0,0.222,0.0,-0.279,0.567,-0.233
2659.25,0.174,0.0,-0.144,0.644,-0.222
2659.5,0.126,0.0,-0.009,0.722,-0.211
2659.75,0.088,0.0,0.033,0.705,-0.251
2660.0,0.051,0.0,0.073,0.688,-0.291
2660.25,-0.036,0.0,0.038,0.626,-0.214
2660.5,-0.123,0.0,0.002,0.564,-0.138
2660.75,-0.121,0.0,0.013,0.513,-0.147
2661.0,-0.12,0.0,0.024,0.462,-0.155
2661.25,-0.099,0.0,0.025,0.269,-0.477
2661.5,-0.078,0.0,0.026,0.076,-0.799
2661.75,-0.033,0.0,0.051,-0.081,-1.012
2662.0,0.012,0.0,0.077,-0.239,-1.226
2662.25,0.064,0.0,-0.053,-0.29,-1.396
2662.5,0.115,0.0,-0.182,-0.341,-1.567
2662.75,0.031,0.0,-0.322,-0.4,-1.697
2663.0,-0.053,0.0,-0.461,-0.459,-1.827
2663.25,0.056,0.0,-0.665,-0.535,-1.795
2663.5,0.166,0.0,-0.868,-0.611,-1.763
2663.75,0.195,0.0,-1.083,-0.666,-1.873
2664.0,0.225,0.0,-1.298,-0.72,-1.984
2664.25,0.1,0.0,-1.284,-0.613,-1.898
2664.5,-0.026,0.0,-1.27,-0.507,-1.812
2664.75,-0.017,0.0,-1.148,-0.285,-1.768
2665.0,-0.008,0.0,-1.028,-0.062,-1.723
2665.25,-0.038,0.0,-1.087,0.029,-1.731
2665.5,-0.068,0.0,-1.147,0.12,-1.738
2665.75,-0.037,0.0,-1.189,0.246,-1.788
2666.0,-0.005,0.0,-1.23,0.372,-1.838
2666.25,0.15,0.0,-1.162,0.339,-1.919
2666.5,0.305,0.0,-1.094,0.306,-2.001
2666.75,0.523,0.0,-0.929,0.194,-1.986
2667.0,0.741,0.0,-0.763,0.081,-1.972
2667.25,0.723,0.0,-0.708,0.026,-1.854
2667.5,0.704,0.0,-0.652,-0.028,-1.735
2667.75,0.526,0.0,-0.674,0.037,-1.632
2668.0,0.347,0.0,-0.697,0.102,-1.529
2668.25,0.285,0.0,-0.695,0.002,-1.562
2668.5,0.223,0.0,-0.694,-0.098,-1.595
2668.75,0.2,0.0,-0.72,-0.268,-1.699
2669.0,0.177,0.0,-0.747,-0.439,-1.802
2669.25,0.14,0.0,-0.799,-0.479,-1.785
2669.5,0.104,0.0,-0.852,-0.52,-1.767
2669.75,0.083,0.0,-0.795,-0.515,-1.653
2670.0,0.063,0.0,-0.739,-0.51,-1.538
2670.25,0.092,0.0,-0.709,-0.519,-1.684
2670.5,0.121,0.0,-0.679,-0.527,-1.83
2670.75,-0.045,0.0,-0.535,-0.592,-1.969
2671.0,-0.211,0.0,-0.39,-0.657,-2.108
2671.25,-0.225,0.0,-0.302,-0.736,-1.961
2671.5,-0.238,0.0,-0.213,-0.815,-1.814
2671.75,-0.028,0.0,0.037,-0.938,-1.695
2672.0,0.182,0.0,0.288,-1.061,-1.576
2672.25,0.199,0.0,0.466,-1.249,-1.291
2672.5,0.217,0.0,0.645,-1.436,-1.006
2672.75,0.066,0.0,0.573,-1.581,-0.782
2673.0,-0.085,0.0,0.501,-1.725,-0.559
2673.25,-0.281,0.0,0.604,-1.939,-0.549
2673.5,-0.478,0.0,0.707,-2.153,-0.54
2673.75,-0.623,0.0,0.762,-2.151,-0.517
2674.0,-0.767,0.0,0.816,-2.149,-0.494
2674.25,-0.716,0.0,0.732,-1.977,-0.515
2674.5,-0.664,0.0,0.648,-1.805,-0.536
2674.75,-0.515,0.0,0.513,-1.601,-0.325
2675.0,-0.365,0.0,0.378,-1.397,-0.113
2675.25,-0.269,0.0,0.227,-1.151,-0.341
2675.5,-0.174,0.0,0.077,-0.904,-0.568
2675.75,-0.163,0.0,0.181,-0.611,-0.712
2676.0,-0.152,0.0,0.285,-0.317,-0.856
2676.25,-0.163,0.0,0.343,0.084,-0.671
2676.5,-0.174,0.0,0.401,0.486,-0.486
2676.75,-0.111,0.0,0.498,0.872,-0.457
2677.0,-0.047,0.0,0.595,1.258,-0.427
2677.25,-0.064,0.0,0.89,1.468,-0.501
2677.5,-0.081,0.0,1.186,1.679,-0.575
2677.75,-0.098,0.0,1.124,1.698,-0.623
2678.0,-0.115,0.0,1.061,1.718,-0.67
2678.25,-0.282,0.0,1.131,1.635,-0.542
2678.5,-0.45,0.0,1.202,1.552,-0.413
2678.75,-0.577,0.0,1.301,1.501,-0.287
2679.0,-0.705,0.0,1.401,1.451,-0.162
2679.25,-0.686,0.0,1.372,1.343,-0.176
2679.5,-0.668,0.0,1.344,1.235,-0.191
2679.75,-0.563,0.0,1.186,1.171,-0.225
2680.0,-0.457,0.0,1.028,1.108,-0.258
2680.25,-0.206,0.0,0.965,1.051,-0.304
2680.5,0.044,0.0,0.902,0.995,-0.35
2680.75,0.113,0.0,0.793,0.997,-0.29
2681.0,0.183,0.0,0.685,0.999,-0.23
2681.25,0.35,0.0,0.652,1.167,-0.25
2681.5,0.518,0.0,0.619,1.334,-0.269
2681.75,0.33,0.0,0.442,1.458,-0.457
2682.0,0.141,0.0,0.264,1.581,-0.644
2682.25,0.118,0.0,0.21,1.587,-0.841
2682.5,0.095,0.0,0.155,1.594,-1.038
2682.75,0.108,0.0,0.244,1.657,-1.159
2683.0,0.12,0.0,0.333,1.72,-1.28
2683.25,0.1,0.0,0.387,1.864,-1.075
2683.5,0.08,0.0,0.44,2.008,-0.869
2683.75,0.032,0.0,0.585,2.041,-0.635
2684.0,-0.017,0.0,0.73,2.075,-0.401
2684.25,-0.089,0.0,0.774,1.883,-0.364
2684.5,-0.162,0.0,0.819,1.692,-0.327
2684.75,-0.306,0.0,0.83,1.466,-0.548
2685.0,-0.449,0.0,0.84,1.24,-0.77
2685.25,-0.425,0.0,0.953,1.058,-0.602
2685.5,-0.401,0.0,1.065,0.876,-0.434
2685.75,-0.27,0.0,0.939,0.682,-0.191
2686.0,-0.139,0.0,0.812,0.488,0.051
2686.25,-0.036,0.0,0.781,0.443,0.248
2686.5,0.066,0.0,0.749,0.398,0.446
2686.75,-0.002,0.0,0.487,0.326,0.462
2687.0,-0.071,0.0,0.226,0.253,0.477
2687.25,-0.056,0.0,-0.14,0.185,0.515
2687.5,-0.041,0.0,-0.505,0.117,0.552
2687.75,0.069,0.0,-0.482,0.162,0.398
2688.0,0.179,0.0,-0.458,0.207,0.244
2688.25,0.296,0.0,-0.726,0.454,0.26
2688.5,0.414,0.0,-0.994,0.7,0.276
2688.75,0.476,0.0,-1.258,0.78,0.375
2689.0,0.539,0.0,-1.522,0.861,0.475
2689.25,0.506,0.0,-1.706,0.853,0.366
2689.5,0.473,0.0,-1.89,0.845,0.257
2689.75,0.369,0.0,-1.735,0.75,0.145
2690.0,0.267,0.0,-1.581,0.656,0.033
2690.25,0.273,0.0,-1.518,0.562,0.094
2690.5,0.279,0.0,-1.455,0.469,0.156
2690.75,0.516,0.0,-1.532,0.238,0.133
2691.0,0.754,0.0,-1.609,0.007,0.11
2691.25,0.802,0.0,-1.527,-0.374,0.161
2691.5,0.85,0.0,-1.445,-0.755,0.213
2691.75,0.934,0.0,-1.442,-1.057,0.159
2692.0,1.017,0.0,-1.438,-1.36,0.105
2692.25,1.141,0.0,-1.458,-1.532,0.109
2692.5,1.264,0.0,-1.479,-1.705,0.113
2692.75,1.414,0.0,-1.306,-1.761,0.215
2693.0,1.565,0.0,-1.134,-1.817,0.316
2693.25,1.635,0.0,-1.198,-1.719,0.302
2693.5,1.705,0.0,-1.261,-1.621,0.287
2693.75,1.739,0.0,-1.452,-1.534,0.148
2694.0,1.773,0.0,-1.642,-1.448,0.009
2694.25,1.73,0.0,-1.595,-1.352,-0.143
2694.5,1.687,0.0,-1.548,-1.256,-0.295
2694.75,1.573,0.0,-1.432,-1.167,-0.236
2695.0,1.46,0.0,-1.318,-1.077,-0.178
2695.25,1.28,0.0,-1.227,-0.989,-0.109
2695.5,1.1,0.0,-1.137,-0.9,-0.04
2695.75,0.98,0.0,-1.035,-0.862,-0.035
2696.0,0.861,0.0,-0.934,-0.824,-0.029
2696.25,0.677,0.0,-0.891,-0.926,-0.011
2696.5,0.493,0.0,-0.849,-1.028,0.007
2696.75,0.531,0.0,-0.669,-1.187,0.122
2697.0,0.57,0.0,-0.49,-1.346,0.236
2697.25,0.709,0.0,-0.251,-1.403,0.353
2697.5,0.849,0.0,-0.012,-1.46,0.471
2697.75,0.968,0.0,0.091,-1.59,0.54
2698.0,1.088,0.0,0.195,-1.719,0.61
2698.25,1.155,0.0,0.208,-1.878,0.442
2698.5,1.223,0.0,0.221,-2.037,0.274
2698.75,1.266,-0.001,0.187,-2.054,0.143
2699.0,1.309,-0.002,0.152,-2.071,0.012
2699.25,1.3,-0.002,0.27,-2.037,0.073
2699.5,1.29,-0.002,0.387,-2.003,0.135
2699.75,1.299,-0.002,0.295,-1.944,0.332
2700.0,1.308,-0.002,0.201,-1.884,0.529
2700.25,1.092,-0.002,0.141,-1.999,0.613
2700.5,0.876,-0.002,0.081,-2.114,0.698
2700.75,0.631,-0.002,0.111,-2.095,0.651
2701.0,0.386,-0.002,0.142,-2.075,0.605
2701.25,0.104,-0.002,0.09,-2.09,0.557
2701.5,-0.179,-0.002,0.039,-2.104,0.51
2701.75,-0.377,-0.002,0.227,-2.145,0.636
2702.0,-0.575,-0.002,0.415,-2.185,0.763
2702.25,-0.729,-0.002,0.618,-1.99,0.618
2702.5,-0.883,-0.002,0.82,-1.794,0.473
2702.75,-0.963,-0.002,0.822,-1.665,0.469
2703.0,-1.042,-0.002,0.824,-1.535,0.465
2703.25,-1.067,-0.002,1.007,-1.401,0.297
2703.5,-1.092,-0.002,1.19,-1.266,0.128
2703.75,-1.051,-0.003,1.359,-0.93,0.099
2704.0,-1.01,-0.005,1.528,-0.595,0.069
2704.25,-1.013,-0.005,1.664,-0.241,0.294
2704.5,-1.015,-0.005,1.801,0.113,0.519
2704.75,-0.943,-0.005,1.645,0.515,0.471
2705.0,-0.869,-0.005,1.489,0.918,0.423
2705.25,-1.004,-0.005,1.46,1.154,0.464
2705.5,-1.138,-0.005,1.43,1.389,0.506
2705.75,-1.254,-0.005,1.332,1.669,0.369
2706.0,-1.371,-0.005,1.234,1.949,0.233
2706.25,-1.395,-0.005,1.126,2.2,0.013
2706.5,-1.419,-0.005,1.018,2.451,-0.208
2706.75,-1.59,-0.005,0.843,2.508,-0.235
2707.0,-1.761,-0.005,0.668,2.565,-0.262
2707.25,-1.909,-0.005,0.516,2.619,-0.307
2707.5,-2.057,-0.005,0.364,2.673,-0.352
2707.75,-2.118,-0.004,0.297,2.611,-0.283
2708.0,-2.178,-0.003,0.231,2.548,-0.214
2708.25,-2.043,-0.003,0.293,2.529,-0.145
2708.5,-1.908,-0.003,0.356,2.509,-0.076
2708.75,-1.82,-0.004,0.556,2.48,-0.003
2709.0,-1.733,-0.005,0.757,2.451,0.071
2709.25,-1.535,-0.005,0.813,2.353,0.157
2709.5,-1.337,-0.005,0.868,2.256,0.242
2709.75,-1.28,-0.005,0.826,2.171,0.213
2710.0,-1.222,-0.005,0.783,2.088,0.183
2710.25,-1.124,-0.005,0.733,2.071,0.167
2710.5,-1.026,-0.005,0.682,2.055,0.151
2710.75,-1.021,-0.005,0.711,1.98,0.182
2711.0,-1.016,-0.005,0.74,1.904,0.212
2711.25,-0.932,-0.005,0.573,1.895,0.151
2711.5,-0.849,-0.005,0.406,1.887,0.091
2711.75,-0.833,-0.005,0.197,1.879,0.042
2712.0,-0.817,-0.005,-0.012,1.871,-0.007
2712.25,-0.845,-0.005,-0.348,1.846,-0.009
2712.5,-0.872,-0.005,-0.685,1.822,-0.011
2712.75,-0.768,-0.004,-0.996,1.866,-0.036
2713.0,-0.664,-0.002,-1.307,1.911,-0.061
2713.25,-0.585,-0.002,-1.412,1.962,0.115
2713.5,-0.506,-0.002,-1.517,2.014,0.292
2713.75,-0.594,-0.001,-1.54,1.894,0.355
2714.0,-0.682,0.0,-1.563,1.775,0.417
2714.25,-0.643,0.0,-1.703,1.752,0.334
2714.5,-0.603,0.0,-1.842,1.729,0.251
2714.75,-0.619,0.0,-1.72,1.596,0.179
2715.0,-0.635,0.0,-1.598,1.464,0.106
2715.25,-0.478,0.0,-1.557,1.532,-0.112
2715.5,-0.322,0.0,-1.517,1.6,-0.33
2715.75,-0.286,0.0,-1.314,1.439,-0.239
2716.0,-0.25,0.0,-1.112,1.277,-0.148
2716.25,-0.103,0.0,-0.968,1.036,-0.095
2716.5,0.044,0.0,-0.825,0.795,-0.042
2716.75,0.212,0.0,-0.626,0.611,0.069
2717.0,0.379,0.0,-0.427,0.428,0.18
2717.25,0.465,0.0,-0.353,0.159,0.33
2717.5,0.55,0.0,-0.279,-0.11,0.48
2717.75,0.683,0.001,-0.304,-0.249,0.371
2718.0,0.815,0.002,-0.328,-0.389,0.263
2718.25,0.836,0.002,-0.234,-0.62,0.235
2718.5,0.856,0.002,-0.14,-0.851,0.207
2718.75,0.879,0.007,-0.152,-1.081,0.141
2719.0,0.901,0.012,-0.165,-1.311,0.074
2719.25,0.816,0.012,-0.197,-1.483,-0.012
2719.5,0.731,0.012,-0.229,-1.655,-0.099
2719.75,0.642,0.012,-0.157,-1.768,-0.093
2720.0,0.554,0.012,-0.086,-1.881,-0.087
2720.25,0.569,0.012,0.006,-1.76,-0.155
2720.5,0.584,0.012,0.098,-1.638,-0.223
2720.75,0.678,0.012,0.032,-1.557,-0.173
2721.0,0.772,0.012,-0.034,-1.475,-0.124
2721.25,1.009,0.012,0.017,-1.37,-0.011
2721.5,1.246,0.012,0.067,-1.264,0.102
2721.75,1.465,0.012,0.151,-1.001,0.34
2722.0,1.684,0.012,0.235,-0.737,0.579
2722.25,1.747,0.012,0.386,-0.655,0.68
2722.5,1.81,0.012,0.537,-0.573,0.782
2722.75,1.753,0.011,0.634,-0.424,0.63
2723.0,1.696,0.01,0.73,-0.276,0.478
2723.25,1.513,0.01,0.687,-0.37,0.363
2723.5,1.329,0.01,0.644,-0.464,0.247
2723.75,1.261,0.011,0.634,-0.603,0.14
2724.0,1.192,0.012,0.624,-0.743,0.033
2724.25,1.049,0.012,0.683,-0.908,0.034
2724.5,0.905,0.012,0.743,-1.074,0.034
2724.75,0.793,0.012,0.748,-1.315,0.213
2725.0,0.682,0.012,0.752,-1.555,0.392
2725.25,0.633,0.012,0.841,-1.8,0.456
